feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label
0.4967141530112327,-0.03265590374030994,-0.587028406292586,-0.06112572560037928,-0.18622030202792714,0.7403536719936014,0.2426529052654695,1.0707417060602453,0.49820568874656973,-0.4381141443570026,-0.25638961102817187,-1.6479760579665084,2.3322739274201605,0.09733430520469619,-1.543715036168995,0
-0.5622875292409727,-0.6880821265803181,0.6868381332651379,-0.924762586969455,-0.40094455982374405,-1.3635388905356496,0.7970944920531385,0.1456695143352018,-1.4108502714383482,1.1505142601706613,-0.48368846353431133,-0.36947800420855537,-1.211662197765616,0.19176541925081425,-0.8592881025124631,0
-0.6017066122293969,-1.663689978196383,1.7391401457491027,-0.6843984343738323,0.7073051056639148,-0.05119718025340426,-0.2764014313241459,1.239235598784614,0.7495268833539331,-1.1340890281880895,0.43739197194144985,-0.7021359458403071,1.2048647147458351,0.5004799210898271,-0.6209339868012651,0
-0.7198442083947086,-0.5012379575000783,-1.1749782922723317,-0.5811467085771074,1.2506814379233537,-1.171783047158041,1.544696090097216,-0.9665785215353555,-1.1065280466386573,1.8312611354304564,-2.816855373253205,-0.7775888555167597,0.9420972648407734,-0.5064311958699707,-1.6679318446612492,0
-0.47917423784528995,0.03808450571949245,0.1509413542027429,0.6121730162672395,0.23025892405716294,0.6255657434333335,0.21482780104351568,-1.414992087051507,-1.6924238051598461,-0.6549065310029268,1.4765044846605482,-1.5599539493764445,-0.22442251918686731,0.6544002020883434,-0.5057123744091183,0
0.8219025043752238,-1.6970961432894554,1.2810775447164946,0.04900712891881668,-0.7153908209379616,0.05639080937118707,-0.30329977554759446,0.07736356493765013,-0.2881262548977695,1.8131496203583828,-0.08190755839380834,0.872166431649615,-0.7242121026861146,0.015313412940128132,-1.760662019309253,0
0.09707754934804039,-0.5700753391846538,1.0339758172966207,0.3994963105676744,1.3816385027125864,0.5852176312201611,-0.8082709552675639,0.20982959020500075,-1.6213893495417784,0.7104709952357027,-0.3045340538364505,1.0362497834830249,-2.1357192848397712,0.6703096235115675,1.3199266427308378,0
0.4040508568145384,-0.21297865655021128,-0.14288297278797174,1.795035983786627,-0.6899981425934907,0.04946122957390005,0.8558256844593498,1.6955407649827943,1.0460797696881963,-0.29277848224305736,2.1055061866605587,-0.448278165473005,0.25116009951740864,-0.12247724715853767,-0.24654419469243413,0
0.7910319470430469,0.14663258764617476,0.40146249920536903,-0.22525868215359596,0.29748137953367043,0.5058153563564471,0.6018264350229164,-0.27328251952454713,0.19427388337782434,0.9231991943857142,-0.19321568788887586,-0.11339030063391024,0.7789202541566488,-1.1214672627616713,-0.13228715600263785,0
1.5499344050175394,-0.5374063789038138,1.4640893506688015,-0.555641663184921,-0.015230040344624817,0.7037282795758095,-0.6355018387036536,1.1719052468626703,1.4409671542089966,1.6140240207910914,-0.9036909250026106,-0.40353171317969594,-0.8810191373308335,-1.0617769497087228,-0.5192117862301343,0
0.25049285034587654,-0.10226635021759252,-1.4724128355850763,-0.5871727211565345,0.08945714739230545,2.2438999050336186,0.7646872357970083,-0.5151443859853275,1.1853555572727896,0.43010553021152603,0.8669536760691536,-0.6878108267496256,0.6340244268055443,-1.4118347494617807,0.5967326995414453,0
0.4127809269364983,-1.124655688332994,0.9508609577657172,0.0857131827220793,-0.4239945944152489,-0.34661991461718766,0.047656675134631704,-0.4789190750073355,2.090180231038083,-0.2688943017569287,0.4067578628654737,-0.49422248072110575,0.7448744047574914,0.2259450224543311,1.6365276534621933,0
0.6256673477650062,-1.959181608735977,0.8157743533853581,0.13527618247321996,0.4882495195389887,-0.6269628011838111,1.47666219813673,0.8197398484206121,0.7722672219767913,0.210549947714603,-0.6617863917607315,0.009103068502159964,-1.1359104272772371,-0.8932243960554423,0.30530476992956146,0
0.3853173797288368,0.4645021652142125,1.0679291018800763,-0.3948841326637924,-0.0641202986170108,0.21655159128588908,1.1972743711579419,0.8691921066454485,1.228540689094557,-0.3845024825295721,-0.5714037895616587,1.1422742295930461,-0.7974194530654184,1.4700265567920685,0.06606460666453087,0
0.570890510693167,-0.4709898102640032,0.7271692217035421,-0.5035925900243605,1.2428218977323782,0.7313879544430847,-0.2622306196181255,0.3840439935297695,-0.8188386821003177,-1.6632184940817525,0.1925107753218387,0.5736102143014447,0.5759587832116538,0.472114311780517,0.05506554673219153,0
1.088950596967366,0.54286372035822,1.3303164260362166,0.010710027679030698,-1.2241890109255422,-0.16259969298669247,1.7270517182232705,-0.6003504990842591,2.0781981202192825,0.9762182170411285,-0.7689300620080695,-0.5018514851459625,-0.7409234476146536,-0.8075570165607957,1.0581754025118073,0
-0.7925207384327007,0.9901247868928167,-0.43163643408593794,-1.762722639856609,0.6193936092920608,-0.5965865918028551,1.0228051871929773,-0.744199395431755,-0.24514645813791391,0.36164553303270736,-0.04526052515991646,-1.138251057201272,0.3268069907655092,-1.3743548503973888,0.12323031636919718,0
-0.48423407286625136,0.9203961612544849,-0.7293777392368457,0.13811211004114562,1.3063969410578073,-0.5081604156653945,-2.032907229618112,0.9644550954934052,0.21519770799733481,1.4055255289498751,0.5893974816814515,-0.34023994958123466,-0.7172044282822263,2.0873272657164805,0.35294994249988276,0
